@T,B4D1D2D3D4,,,,
descr,average observed soil water content at probe B4 D1 D2 D3 D4 depths 30cm 60cm 90cm 150cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,04.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1577,,,
x,,513649,,,
y,,4495037.6,,,
,09.04.2006,0.205954968,0.224755711,0.17854558,0.16575439
,10.04.2006,0.208758274,0.226356019,0.179087549,0.166082019
,11.04.2006,0.210535294,0.228486176,0.180038879,0.166409089
,12.04.2006,0.21056479,0.229860661,0.18109868,0.166780507
,13.04.2006,0.212986904,0.231270069,0.18198731,0.167188957
,14.04.2006,0.215890464,0.23356976,0.183065433,0.167614614
,15.04.2006,0.21697686,0.235978532,0.184443942,0.168070702
,16.04.2006,0.216220806,0.237011301,0.185706474,0.168591989
,17.04.2006,0.218009334,0.238357817,0.186625408,0.169150117
,18.04.2006,0.218004515,0.239820401,0.187663372,0.169704383
,19.04.2006,0.214375715,0.239596027,0.188455453,0.170268223
,20.04.2006,0.213895969,0.238641541,0.188540494,0.170797613
,21.04.2006,0.215773378,0.238968098,0.188537522,0.171254202
,22.04.2006,0.218059033,0.240340356,0.188936841,0.171628584
,23.04.2006,0.219926235,0.242183869,0.189729781,0.171989834
,24.04.2006,0.217347956,0.243361683,0.190665936,0.172395158
,25.04.2006,0.210775211,0.241281913,0.190966275,0.172815449
,26.04.2006,0.20882618,0.238315866,0.190085511,0.173206894
,27.04.2006,0.213529727,0.23814804,0.189163465,0.173457176
,28.04.2006,0.217069607,0.240656252,0.189330289,0.173580839
,29.04.2006,0.215178258,0.2418664,0.190141432,0.173704341
,30.04.2006,0.214319786,0.24164715,0.190519772,0.173900822
,01.05.2006,0.214865527,0.24170698,0.190630011,0.174133177
,02.05.2006,0.217197468,0.242724534,0.190858703,0.174338242
,03.05.2006,0.217049898,0.244044371,0.1914487,0.174539303
,04.05.2006,0.213614659,0.243883105,0.191926324,0.174774242
,05.05.2006,0.209981948,0.242220054,0.191766277,0.175032247
,06.05.2006,0.210257032,0.240475211,0.191031977,0.175237642
,07.05.2006,0.215130504,0.241622737,0.190597996,0.175345402
,08.05.2006,0.21726948,0.243907466,0.191151685,0.175381733
,09.05.2006,0.215945625,0.24494908,0.191972984,0.175490851
,10.05.2006,0.215947307,0.245270047,0.19242805,0.175680317
,11.05.2006,0.215672064,0.245281065,0.192702575,0.17589331
,12.05.2006,0.218163303,0.246096916,0.192912446,0.176098408
,13.05.2006,0.221120725,0.247733074,0.193478522,0.176288775
,14.05.2006,0.225244107,0.250231377,0.194406953,0.176516338
,15.05.2006,0.226414479,0.252539572,0.195706322,0.176798831
,16.05.2006,0.227386934,0.253974773,0.196894057,0.177167517
,17.05.2006,0.229009089,0.255533616,0.197920991,0.177575289
,18.05.2006,0.22916148,0.256841081,0.198946246,0.178028451
,19.05.2006,0.231840228,0.258339671,0.199861046,0.178493445
,20.05.2006,0.233633722,0.260387066,0.20100453,0.178970209
,21.05.2006,0.235340027,0.262361461,0.202263829,0.179461949
,22.05.2006,0.235804234,0.264170202,0.203543177,0.179976607
,23.05.2006,0.233614071,0.264764576,0.204634246,0.180549389
,24.05.2006,0.234225685,0.264762696,0.205206842,0.181104922
,25.05.2006,0.236890648,0.266087618,0.205761613,0.181610825
,26.05.2006,0.23896664,0.309429319,0.228320997,0.208174933
,27.05.2006,0.240179531,0.310787585,0.229458479,0.208585395
,28.05.2006,0.240938415,0.312067218,0.230549913,0.209117588
,29.05.2006,0.239736988,0.312347933,0.231469185,0.209717751
,30.05.2006,0.239157488,0.312238696,0.23194837,0.210292085
,31.05.2006,0.238537196,0.311915976,0.232225988,0.21083831
,01.06.2006,0.238847892,0.311719594,0.232332791,0.211324323
,02.06.2006,0.239900181,0.272443944,0.211173855,0.185607427
,03.06.2006,0.242960751,0.3139203,0.233184642,0.212096518
,04.06.2006,0.244490929,0.315614942,0.234139588,0.212466512
,05.06.2006,0.24628662,0.317481223,0.235245298,0.212890229
,06.06.2006,0.247331596,0.319270739,0.236480603,0.213373939
,07.06.2006,0.248814697,0.321029542,0.23772399,0.213903808
,08.06.2006,0.249586901,0.322866687,0.239040393,0.217131631
,09.06.2006,0.24894116,0.323956813,0.240271914,0.21509582
,10.06.2006,0.248220647,0.324625758,0.24120795,0.21573242
,11.06.2006,0.247223293,0.324716782,0.24187367,0.216371168
,12.06.2006,0.24723897,0.325020715,0.242348087,0.216962277
,13.06.2006,0.248233302,0.325948252,0.242888564,0.217504486
,14.06.2006,0.248808181,0.327378968,0.243718879,0.217993361
,15.06.2006,0.248312793,0.328599569,0.244709432,0.21850144
,16.06.2006,0.246964527,0.329080514,0.245562363,0.219035823
,17.06.2006,0.244719383,0.328475974,0.24602348,0.219583027
,18.06.2006,0.245009824,0.328219921,0.246153549,0.220091281
,19.06.2006,0.245294988,0.32882737,0.246519737,0.220524158
,20.06.2006,0.244875994,0.329442157,0.247078464,0.220930532
,21.06.2006,0.243562002,0.329436296,0.247574052,0.221344887
,22.06.2006,0.242631536,0.329237462,0.247868666,0.221742046
,23.06.2006,0.240373376,0.328160982,0.247971704,0.222117578
,24.06.2006,0.241411468,0.327710948,0.247851201,0.195486109
,25.06.2006,0.240218396,0.327842771,0.248062791,0.222740282
,26.06.2006,0.238641497,0.327068919,0.248187855,0.223007063
,27.06.2006,0.238135171,0.326501566,0.248085906,0.223270506
,28.06.2006,0.237342787,0.326577963,0.248126035,0.22349553
,29.06.2006,0.235189346,0.326282836,0.248172583,0.223717408
,30.06.2006,0.234355392,0.326689635,0.24817626,0.223957162
,01.07.2006,0.233778231,0.32750962,0.248755688,0.224211028
,02.07.2006,0.228090907,0.288380171,0.226079426,0.197388907
,03.07.2006,0.227690992,0.288643808,0.226523676,0.197667297
,04.07.2006,0.227051468,0.288730694,0.226827773,0.197944725
,05.07.2006,0.227079189,0.28890732,0.227036591,0.198220822
,06.07.2006,0.231776044,0.32809955,0.250527124,0.225599652
,07.07.2006,0.231858848,0.328109851,0.25067153,0.225830505
,08.07.2006,0.231814982,0.328479054,0.25089321,0.226055113
,09.07.2006,0.222824338,0.288573105,0.227645965,0.199148851
,10.07.2006,0.219992411,0.286212131,0.227092426,0.199332078
,11.07.2006,0.227885256,0.324695697,0.249813298,0.226589159
,12.07.2006,0.228159914,0.325083004,0.249613161,0.226638373
,13.07.2006,0.230527578,0.325875573,0.249711699,0.226630427
,14.07.2006,0.232698608,0.327646041,0.250287188,0.226669215
,15.07.2006,0.234785815,0.32956786,0.251222346,0.226760552
,16.07.2006,0.236489709,0.331636227,0.252401788,0.226926992
,17.07.2006,0.237229083,0.33331851,0.253671447,0.227184489
,18.07.2006,0.23705873,0.334360637,0.254791932,0.227542101
,19.07.2006,0.237405022,0.33509399,0.255689831,0.227953613
,20.07.2006,0.237033505,0.335676741,0.256466365,0.228390922
,21.07.2006,0.236164007,0.335692566,0.257038204,0.228822644
,22.07.2006,0.236356737,0.33574302,0.257399873,0.229243808
,23.07.2006,0.2369639,0.33616794,0.257772341,0.229615932
,24.07.2006,0.23794609,0.336923054,0.258277738,0.229953363
,25.07.2006,0.237875196,0.337755739,0.258943138,0.230291337
,26.07.2006,0.235483982,0.337414659,0.259439234,0.230652854
,27.07.2006,0.234422154,0.336354159,0.25940448,0.23100828
,28.07.2006,0.2357765,0.336249329,0.259255094,0.23129255
,29.07.2006,0.236768039,0.336941482,0.259467951,0.231505078
,30.07.2006,0.237841636,0.337761448,0.25991375,0.231721048
,31.07.2006,0.259801175,0.490750635,0.35762775,0.341393643
,01.08.2006,0.260098224,0.491365226,0.358467301,0.341745164
,02.08.2006,0.237840055,0.339313224,0.261673769,0.232499826
,03.08.2006,0.236907021,0.339005546,0.261854968,0.232794281
,04.08.2006,0.236329323,0.338494723,0.261867375,0.233057199
,05.08.2006,0.236600167,0.338359838,0.261822026,0.233275782
,06.08.2006,0.229830667,0.299915851,0.237186705,0.205982774
,07.08.2006,0.236189961,0.337844876,0.26179414,0.233607608
,08.08.2006,0.237120688,0.338259836,0.261865194,0.233732437
,09.08.2006,0.237675738,0.338864875,0.26217162,0.233855323
,10.08.2006,0.261020739,0.491950588,0.362228053,0.344088968
,11.08.2006,0.260399228,0.492000215,0.36272994,0.344300073
,12.08.2006,0.260193186,0.491866237,0.363093765,0.344541975
,13.08.2006,0.25966137,0.491538817,0.363386576,0.344734045
,14.08.2006,0.259411649,0.491300766,0.363521153,0.34490696
,15.08.2006,0.258552363,0.490686154,0.363628045,0.345041482
,16.08.2006,-9999,-9999,-9999,-9999
,17.08.2006,-9999,-9999,-9999,-9999
,18.08.2006,-9999,-9999,-9999,-9999
,19.08.2006,-9999,-9999,-9999,-9999
,20.08.2006,0.257653924,0.489270305,0.364115222,0.345437515
,21.08.2006,0.25789957,0.488933998,0.364107295,0.345472138
,22.08.2006,0.257997273,0.488899398,0.364186557,0.345456748
,23.08.2006,0.258098131,0.488929058,0.364357001,0.345452902
,24.08.2006,0.23377541,0.336308147,0.261927397,0.234865915
,25.08.2006,0.233610074,0.336764692,0.262177622,0.234880695
,26.08.2006,0.23104803,0.336247893,0.26232631,0.234921453
,27.08.2006,0.221701216,0.296329996,0.236197637,0.20731766
,28.08.2006,0.217971654,0.293897482,0.235283908,0.207332825
,29.08.2006,0.217298073,0.291686942,0.233983994,0.207263684
,30.08.2006,-9999,-9999,-9999,-9999
,31.08.2006,0.262745578,0.419337359,0.355994604,0.318322128
,01.09.2006,0.262001093,0.41928873,0.356019227,0.318019296
,02.09.2006,0.223147939,0.302930137,0.252425754,0.222328534
,03.09.2006,0.221390791,0.301284812,0.251729064,0.222132942
,04.09.2006,0.22129987,0.300309236,0.250878983,0.221906943
,05.09.2006,0.221140473,0.2996995,0.25024716,0.221636232
,06.09.2006,0.221922759,0.299683421,0.249803383,0.221349259
,07.09.2006,0.222056251,0.299866191,0.249661745,0.221078944
,08.09.2006,0.221529068,0.299909929,0.249614704,0.220839526
,09.09.2006,0.220149916,0.299417132,0.249478263,0.22064278
,10.09.2006,0.218605533,0.298498206,0.249107137,0.220475804
,11.09.2006,0.217669485,0.297524452,0.248553331,0.220289491
,12.09.2006,0.206613327,0.265156891,0.221649487,0.195229873
,13.09.2006,0.209464107,0.253494085,0.220526616,0.189517692
,14.09.2006,0.219580453,0.285021799,0.24628274,0.214283834
,15.09.2006,0.221442926,0.285714058,0.246131673,0.213995923
,16.09.2006,0.219607915,0.28625483,0.24636806,0.213738055
,17.09.2006,0.214678249,0.284493431,0.246183414,0.213561832
,18.09.2006,0.213269082,0.282320209,0.24512632,0.21339422
,19.09.2006,0.212126448,0.280796318,0.24399299,0.213152807
,20.09.2006,0.212781624,0.280009709,0.24301555,0.212827643
,21.09.2006,0.213249396,0.279960676,0.242444045,0.212444828
,22.09.2006,0.211134584,0.279478997,0.242093043,0.212083079
,23.09.2006,0.208618532,0.277988174,0.241429811,0.211765629
,24.09.2006,0.206796662,0.27616914,0.240405203,0.211449712
,25.09.2006,0.207685126,0.27518071,0.239330511,0.211071077
,26.09.2006,0.208740173,0.275200945,0.238680435,0.210649645
,27.09.2006,0.209945625,0.275685799,0.238449099,0.210240285
,28.09.2006,0.208740917,0.275855913,0.238472286,0.209873546
,29.09.2006,0.209076928,0.275523017,0.238313525,0.209570277
,30.09.2006,0.210042488,0.275835262,0.238208157,0.2092991
,01.10.2006,0.210681664,0.276345629,0.238324473,0.209058078
,02.10.2006,0.210692167,0.276710558,0.238539458,0.208853307
,03.10.2006,0.210733858,0.276902935,0.238711005,0.208696217
,04.10.2006,0.209588745,0.27686997,0.238837939,0.208571849
,05.10.2006,0.208406851,0.27610974,0.238720635,0.208459411
,06.10.2006,0.209559951,0.275917398,0.238439247,0.239262002
,07.10.2006,0.210839834,0.27641969,0.238436994,0.20821116
,08.10.2006,0.2018158,0.24557815,0.211986979,0.183441976
,09.10.2006,0.197483198,0.24500839,0.21224488,0.183363583
,10.10.2006,0.192290516,0.242317695,0.211648088,0.183312056
,11.10.2006,0.199663668,0.271190525,0.236997905,0.207823528
,12.10.2006,0.199077992,0.269084534,0.2353908,0.207586737
,13.10.2006,0.198788072,0.267957459,0.234093336,0.207216915
,14.10.2006,0.198555625,0.267144671,0.233118257,0.206774118
,15.10.2006,0.198523966,0.266480585,0.232336242,0.206315597
,16.10.2006,0.199398148,0.26647093,0.231776794,0.205861035
,17.10.2006,0.197834255,0.266262478,0.231484844,0.205461004
,18.10.2006,0.193165693,0.264404001,0.230885481,0.205090843
,19.10.2006,0.189753904,0.261457488,0.229506654,0.204720994
,20.10.2006,0.188316219,0.258819045,0.227733306,0.204283284
,21.10.2006,0.188194528,0.257340255,0.226126865,0.203747149
,22.10.2006,0.186497796,0.256054708,0.224874354,0.203157937
,23.10.2006,0.185612814,0.254500817,0.223612927,0.202536999
,24.10.2006,0.186678867,0.253745797,0.222471667,0.201863321
,25.10.2006,0.187653476,0.253776161,0.221756015,0.201185848
,26.10.2006,0.188112062,0.254125019,0.221425827,0.20056683
,27.10.2006,0.185062386,0.253335847,0.221144251,0.200010217
,28.10.2006,0.184741965,0.252006017,0.220359626,0.199513011
,29.10.2006,0.185496946,0.251595669,0.219625886,0.198996629
,30.10.2006,0.186116478,0.251611782,0.219193949,0.198486322
,31.10.2006,0.184096105,0.251557508,0.218945367,0.198016021
,01.11.2006,0.181546274,0.263749785,0.21841562,0.197586125
,02.11.2006,0.179490867,0.248709868,0.217498636,0.197131083
,03.11.2006,0.178943677,0.24716878,0.216375936,0.196633711
,04.11.2006,0.181000256,0.246656635,0.21543501,0.196107008
,05.11.2006,0.182602234,0.247031353,0.215008688,0.19553633
,06.11.2006,0.184386007,0.247699924,0.214938333,0.199851789
,07.11.2006,0.185580722,0.24867617,0.215164369,0.194520127
,08.11.2006,0.187307019,0.249701268,0.215563816,0.194132497
,09.11.2006,0.187928574,0.250924349,0.216152536,0.193841739
,10.11.2006,0.1856661,0.250911445,0.216638104,0.193680939
,11.11.2006,0.182279771,0.249573083,0.21652414,0.193574876
,12.11.2006,0.18094692,0.247727768,0.21577925,0.193445484
,13.11.2006,0.178787778,0.246387007,0.214886851,0.193211511
,14.11.2006,0.177453468,0.244539119,0.213834912,0.192883501
,15.11.2006,0.17694787,0.243417305,0.212765082,0.192473169
,16.11.2006,0.176215319,0.242445384,0.211867613,0.191977708
,17.11.2006,0.17740132,0.2418938,0.211075968,0.191425331
,18.11.2006,0.178255627,0.232940803,0.210663631,0.190850918
,19.11.2006,0.178180996,0.242385589,0.21050944,0.190304532
,20.11.2006,0.177199668,0.242092371,0.210342776,0.189791502
,21.11.2006,0.176798581,0.241417324,0.209984724,0.189296466
,22.11.2006,0.177726888,0.241344895,0.209622426,0.188778318
,23.11.2006,0.17815128,0.241620372,0.209490036,0.188173624
,24.11.2006,0.178144822,0.241773504,0.209483012,0.187669089
,25.11.2006,0.176851498,0.24140479,0.209402489,0.187239389
,26.11.2006,0.176707484,0.240908005,0.209110636,0.186864335
,27.11.2006,0.174936769,0.240322844,0.208795185,0.186480874
,28.11.2006,0.17254558,0.238792198,0.208177207,0.186104795
,29.11.2006,0.160686821,0.205860527,0.181006298,0.165025344
,30.11.2006,0.159362258,0.204764888,0.180121501,0.164706332
,01.12.2006,0.169011604,0.234868464,0.20545539,0.184782924
,02.12.2006,0.168023379,0.233675362,0.204500541,0.184260387
,03.12.2006,0.166404933,0.232386056,0.203549853,0.183694807
,04.12.2006,0.164901199,0.230842841,0.202494336,0.183101828
,05.12.2006,0.164643101,0.229625986,0.20138983,0.182494671
,06.12.2006,0.164976697,0.229026964,0.200483771,0.181874077
,07.12.2006,0.165321667,0.228708565,0.199840366,0.181241845
,08.12.2006,0.165523471,0.228577541,0.199380079,0.180627814
,09.12.2006,0.166159122,0.228526333,0.199028015,0.180059404
,10.12.2006,0.166616859,0.228708198,0.198820338,0.179546073
,11.12.2006,0.167066453,0.228816487,0.198709031,0.179072087
,12.12.2006,0.167323087,0.229100006,0.198672225,0.178652967
,13.12.2006,0.166673409,0.228952331,0.198627496,0.178279107
,14.12.2006,0.167731428,0.228865461,0.198472881,0.177932265
,15.12.2006,0.168973124,0.229561673,0.19850776,0.177592977
,16.12.2006,0.169558351,0.230152158,0.198761191,0.177311006
,17.12.2006,0.158159835,0.199365517,0.173091278,0.158263927
,18.12.2006,0.156423022,0.198944304,0.173180514,0.158111315
,19.12.2006,0.154554107,0.197945056,0.172906004,0.157966342
,20.12.2006,0.153721468,0.196791978,0.172362779,0.157818667
,21.12.2006,0.153251759,0.196035617,0.171761702,0.157610195
,22.12.2006,0.152610766,0.195464167,0.171224072,0.157359795
,23.12.2006,0.16282144,0.225777226,0.19651628,0.175573685
,24.12.2006,0.162301181,0.225053861,0.195928452,0.17517701
,25.12.2006,0.161510396,0.224412699,0.195377967,0.174754634
,26.12.2006,0.160973122,0.223600914,0.194792814,0.174274536
,27.12.2006,0.161510336,0.223225558,0.19425939,0.173709077
,28.12.2006,0.16217896,0.223247401,0.193941275,0.17291238
,29.12.2006,0.151565158,0.192462948,0.168135909,0.155238093
,30.12.2006,0.15146942,0.192597509,0.168061277,0.154945876
,31.12.2006,0.161711326,0.223278181,0.193614413,0.170228244
,01.01.2007,0.160749469,0.222733691,0.193342527,0.169781535
,02.01.2007,0.159277018,0.222074001,0.19295302,0.16940997
,03.01.2007,0.158164039,0.22144699,0.192507182,0.169014656
,04.01.2007,0.159164458,0.221247406,0.192123245,0.168647187
,05.01.2007,0.16094949,0.221497242,0.191954545,0.168296186
,06.01.2007,0.161933412,0.221887225,0.191974291,0.167988949
,07.01.2007,0.161183254,0.221928113,0.192029056,0.167725302
,08.01.2007,0.159743338,0.221450788,0.191901168,0.167481502
,09.01.2007,0.15961544,0.220974929,0.191598993,0.167262722
,10.01.2007,0.159592532,0.220867851,0.191369266,0.167003671
,11.01.2007,0.159841988,0.22080928,0.191216424,0.166780251
,12.01.2007,0.157775583,0.220791394,0.191122492,0.166562744
,13.01.2007,0.150439474,0.220064203,0.190878475,0.166326304
,14.01.2007,0.140127432,0.219150686,0.190421095,0.166097895
,15.01.2007,0.130958447,0.21821951,0.189854131,0.165821998
,16.01.2007,0.122623643,0.217195348,0.18923538,0.165510109
,17.01.2007,0.117759059,0.216097028,0.188562221,0.165177987
,18.01.2007,0.116040003,0.214539336,0.187887507,0.164854832
,19.01.2007,0.113961808,0.211310473,0.187254859,0.164503613
,20.01.2007,0.112530226,0.207464762,0.186699696,0.164127632
,21.01.2007,0.113873719,0.204698111,0.186251692,0.163755196
,22.01.2007,0.114146185,0.203778738,0.205361429,0.16337983
,23.01.2007,0.113799079,0.202775558,0.185556223,0.163032493
,24.01.2007,0.116187224,0.202269313,0.185331744,0.162710864
,25.01.2007,0.11962951,0.202806109,0.185242147,0.162413099
,26.01.2007,0.123561935,0.203995761,0.185290048,0.162148123
,27.01.2007,0.127116523,0.205586895,0.185448117,0.16191798
,28.01.2007,0.125320021,0.20708631,0.185624359,0.161686705
,29.01.2007,0.123246609,0.207306226,0.185711919,0.161521764
,30.01.2007,0.123029341,0.207035625,0.185689367,0.16138569
,31.01.2007,0.121538742,0.206573508,0.185594649,0.161233267
,01.02.2007,0.118704079,0.20572931,0.185450947,0.16108059
,02.02.2007,0.11045253,0.20355001,0.185127632,0.160896501
,03.02.2007,0.106831665,0.199524392,0.184654054,0.160707495
,04.02.2007,0.108438328,0.196342685,0.184134764,0.160522362
,05.02.2007,0.10410507,0.194933391,0.183768548,0.160308382
,06.02.2007,0.115789228,0.195140127,0.183666955,0.160099788
,07.02.2007,0.121665562,0.196737652,0.183786691,0.159890856
,08.02.2007,0.126197248,0.199121156,0.184043773,0.159711188
,09.02.2007,0.12957851,0.20169963,0.184368512,0.159568771
,10.02.2007,0.132430766,0.204069499,0.184665681,0.159457987
,11.02.2007,0.136564938,0.206077742,0.184962975,0.159390753
,12.02.2007,0.143453642,0.207980147,0.18524814,0.159342684
,13.02.2007,0.148290567,0.209893175,0.185542475,0.159330187
,14.02.2007,0.14573991,0.2113238,0.185808773,0.159308231
,15.02.2007,0.141422519,0.212085052,0.185988688,0.159291199
,16.02.2007,0.137927676,0.212261376,0.186081775,0.15927665
,17.02.2007,0.138374725,0.212291717,0.186124094,0.159273862
,18.02.2007,0.140034421,0.212539321,0.186180617,0.159266408
,19.02.2007,0.14314872,0.213020186,0.186280899,0.159257005
,20.02.2007,0.148561799,0.213780476,0.186407546,0.159243306
,21.02.2007,0.153578898,0.214778282,0.186621414,0.15924086
,22.02.2007,0.158362977,0.216115817,0.186909759,0.159245887
,23.02.2007,0.162214426,0.217652421,0.187356531,0.159261184
,24.02.2007,0.166033824,0.21906075,0.187947545,0.159312338
