@T,C1C2C3,,,,
descr,average observed soil water content at probe C1 C2 C3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,22.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1584.333333,,,
x,,513547,,,
y,,4494896.333,,,
,02.10.2006,0.160694087,0.150075071,0.17519982,0.218236899
,03.10.2006,0.160829285,0.148870071,0.175328603,0.218275515
,04.10.2006,0.15432534,0.148824077,0.175398968,0.218289532
,05.10.2006,0.153480746,0.148191309,0.175218037,0.218245435
,06.10.2006,0.15462306,0.148086249,0.174925176,0.218083142
,07.10.2006,0.15593445,0.148562913,0.174901232,0.217941554
,08.10.2006,0.15669049,0.149338014,0.175133735,0.217901357
,09.10.2006,0.153279537,0.148883881,0.17533959,0.217997868
,10.10.2006,0.149022938,0.146754384,0.174748241,0.217907762
,11.10.2006,0.147006626,0.144476966,0.173441934,0.217389646
,12.10.2006,0.146796279,0.142996039,0.172047927,0.216509644
,13.10.2006,0.146700419,0.142266747,0.170963328,0.215576183
,14.10.2006,0.146616472,0.141751647,0.170145208,0.214719988
,15.10.2006,0.146616441,0.141279998,0.169494381,0.213974657
,16.10.2006,0.14751133,0.141333738,0.169003246,0.213335639
,17.10.2006,0.146227539,0.141200623,0.168745936,0.212846184
,18.10.2006,0.142389068,0.139692406,0.168181957,0.212353381
,19.10.2006,0.140121192,0.137659674,0.166987743,0.211656734
,20.10.2006,0.139195898,0.135936983,0.165574205,0.210685937
,21.10.2006,0.139203394,0.135020128,0.164326815,0.209567166
,22.10.2006,0.137888628,0.134147457,0.16334009,0.208513515
,23.10.2006,0.137257582,0.133079801,0.162328922,0.207499715
,24.10.2006,0.138303531,0.132644809,0.161421888,0.206509214
,25.10.2006,0.139343712,0.132831875,0.160888176,0.205659006
,26.10.2006,0.13988065,0.133225368,0.160660749,0.205040753
,27.10.2006,0.137450423,0.132621207,0.160423372,0.204544905
,28.10.2006,0.137340794,0.131690607,0.159769905,0.204006076
,29.10.2006,0.13806906,0.131502521,0.159168798,0.203366652
,30.10.2006,0.138620817,0.131570483,0.158829923,0.20279927
,31.10.2006,0.137315354,0.131455092,0.158603467,0.202345437
,01.11.2006,0.135289134,0.130401212,0.15813607,0.201901476
,02.11.2006,0.133551239,0.129073018,0.157306298,0.201301892
,03.11.2006,0.133227266,0.12792483,0.156310716,0.200523942
,04.11.2006,0.135026693,0.127760942,0.155504071,0.199680879
,05.11.2006,0.136328819,0.128318029,0.155194459,0.198982312
,06.11.2006,0.13799066,0.128998339,0.155193199,0.198533132
,07.11.2006,0.139027042,0.129816713,0.1554268,0.198312259
,08.11.2006,0.140563492,0.130625831,0.155769257,0.198280823
,09.11.2006,0.141124714,0.131563976,0.156248507,0.198354246
,10.11.2006,0.13916668,0.131464303,0.156601603,0.198524127
,11.11.2006,0.136357536,0.130335696,0.156418057,0.198563334
,12.11.2006,0.135147454,0.128851084,0.155713912,0.198314997
,13.11.2006,0.133547103,0.127861643,0.154924157,0.1978055
,14.11.2006,0.132321286,0.126477703,0.153996237,0.1971603
,15.11.2006,0.132036031,0.125686941,0.15310139,0.196408546
,16.11.2006,0.131490232,0.125023804,0.152345026,0.19564522
,17.11.2006,0.132535756,0.124682182,0.151677102,0.194920876
,18.11.2006,0.133395364,0.12499846,0.151347246,0.194301617
,19.11.2006,0.133417196,0.125178318,0.151220019,0.193859965
,20.11.2006,0.132752952,0.125004412,0.151083052,0.193533883
,21.11.2006,0.13250357,0.124554398,0.150787109,0.193190361
,22.11.2006,0.13336596,0.12458671,0.150526812,0.192864296
,23.11.2006,0.133875875,0.124856735,0.150426327,0.19257011
,24.11.2006,0.133958857,0.125025049,0.150417581,0.192349877
,25.11.2006,0.133004004,0.124774105,0.150339814,0.192168669
,26.11.2006,0.132969511,0.124452036,0.150096285,0.191948856
,27.11.2006,0.131637634,0.124074153,0.149846011,0.19168099
,28.11.2006,0.129749155,0.123003192,0.149351558,0.191330416
,29.11.2006,0.129055686,0.121939592,0.148600424,0.19083459
,30.11.2006,0.128508913,0.12128504,0.147886196,0.190201987
,01.12.2006,0.127729055,0.120527615,0.147229514,0.189568604
,02.12.2006,0.127234153,0.11988659,0.146544366,0.188907543
,03.12.2006,0.126298848,0.119202147,0.145896081,0.188239066
,04.12.2006,0.125309992,0.118317637,0.145184616,0.187564109
,05.12.2006,0.12514782,0.117611351,0.144425118,0.186842394
,06.12.2006,0.125286465,0.117268037,0.143807492,0.186127269
,07.12.2006,0.125429394,0.117045703,0.143336423,0.185490315
,08.12.2006,0.12560343,0.116958386,0.142968285,0.184919448
,09.12.2006,0.126122475,0.116959804,0.142700868,0.184447824
,10.12.2006,0.126565407,0.146823005,0.142541861,0.184052033
,11.12.2006,0.126956679,0.117283912,0.142460049,0.183755856
,12.12.2006,0.127330733,0.117518517,0.142434171,0.183520693
,13.12.2006,0.126951993,0.117490583,0.142410504,0.18330592
,14.12.2006,0.127552761,0.117403591,0.142275313,0.183125741
,15.12.2006,0.128725577,0.117910299,0.142274866,0.182943757
,16.12.2006,0.129321941,0.118374123,0.142455536,0.182842717
,17.12.2006,0.129042224,0.118643445,0.142648582,0.182855154
,18.12.2006,0.12794866,0.118347486,0.142688361,0.182851162
,19.12.2006,0.126450131,0.117633025,0.142440221,0.182737539
,20.12.2006,0.125831047,0.116782328,0.141952429,0.182481464
,21.12.2006,0.125573459,0.116266932,0.141435234,0.182080026
,22.12.2006,0.125650048,0.115976806,0.141014669,0.181651113
,23.12.2006,0.125539619,0.115769309,0.140694654,0.181248796
,24.12.2006,0.125498513,0.115578329,0.140402549,0.18087907
,25.12.2006,0.125453503,0.115419678,0.14014862,0.180537575
,26.12.2006,0.125212049,0.115204661,0.139909811,0.180218763
,27.12.2006,0.125307319,0.115045793,0.139655898,0.17991296
,28.12.2006,0.12571314,0.115045015,0.139454293,0.179616658
,29.12.2006,0.12608219,0.115172049,0.139356996,0.179375734
,30.12.2006,0.126175731,0.11527761,0.13931495,0.179169399
,31.12.2006,0.125950747,0.11524331,0.139263576,0.179004995
,01.01.2007,0.125565894,0.115054888,0.139144575,0.178846316
,02.01.2007,0.12502429,0.114748038,0.138950616,0.17866107
,03.01.2007,0.124581671,0.114337554,0.138665389,0.178418088
,04.01.2007,0.124825599,0.114093758,0.138355266,0.178122248
,05.01.2007,0.12548502,0.11417291,0.138167775,0.177853172
,06.01.2007,0.125950349,0.114440972,0.138117129,0.177619215
,07.01.2007,0.125788959,0.114542833,0.138135371,0.177466409
,08.01.2007,0.125299879,0.114378966,0.138057197,0.177337535
,09.01.2007,0.12540241,0.114151485,0.137882764,0.177188558
,10.01.2007,0.125845446,0.114218889,0.137741902,0.176988221
,11.01.2007,0.1262239,0.11439492,0.137720495,0.176850033
,12.01.2007,0.126186591,0.114579224,0.137736333,0.17674675
,13.01.2007,0.124856429,0.114268793,0.137690723,0.176653058
,14.01.2007,0.123204989,0.113424383,0.137373128,0.176487232
,15.01.2007,0.12147103,0.112370461,0.136812681,0.17617347
,16.01.2007,0.119401225,0.111042115,0.136070973,0.17568746
,17.01.2007,0.118088601,0.109754773,0.135183496,0.175055051
,18.01.2007,0.117689432,0.108864981,0.134306121,0.174344882
,19.01.2007,0.116837893,0.108113197,0.133524364,0.173605932
,20.01.2007,0.116270039,0.107379264,0.132804516,0.172872139
,21.01.2007,0.117353336,0.1071158,0.132183955,0.172192996
,22.01.2007,0.117784704,0.107223337,0.131763046,0.171578038
,23.01.2007,0.117751243,0.107162536,0.131519236,0.171070164
,24.01.2007,0.119160763,0.107426052,0.131328998,0.170676963
,25.01.2007,0.121847784,0.10823344,0.131335408,0.170402347
,26.01.2007,0.140098516,0.109749291,0.131560757,0.170221498
,27.01.2007,0.19608302,0.11131809,0.131880393,0.170196921
,28.01.2007,0.195717939,0.111961084,0.132265191,0.17034907
,29.01.2007,0.193215381,0.112193028,0.132589088,0.170572678
,30.01.2007,0.190618618,0.112212347,0.132734058,0.170747406
,31.01.2007,0.186393538,0.112068317,0.132759315,0.170800628
,01.02.2007,0.171389895,0.111992651,0.132744186,0.170815546
,02.02.2007,0.14294736,0.111251076,0.132675262,0.170685777
,03.02.2007,0.132664539,0.108093356,0.131859321,0.170232859
,04.02.2007,0.132709366,0.106612462,0.130792703,0.169577356
,05.02.2007,0.134698982,0.106465543,0.130227206,0.168909646
,06.02.2007,0.138906616,0.107274668,0.130070413,0.168469019
,07.02.2007,0.142942392,0.108895117,0.130302832,0.168322061
,08.02.2007,0.146164523,0.110224542,0.130752107,0.168387517
,09.02.2007,0.149217068,0.111245992,0.131259931,0.168615096
,10.02.2007,0.151951552,0.112026295,0.131735138,0.168906699
,11.02.2007,0.154915366,0.112608243,0.132141449,0.16922427
,12.02.2007,0.158787563,0.113195358,0.132514543,0.169551399
,13.02.2007,0.162889911,0.113845204,0.132885363,0.169876094
,14.02.2007,0.16516925,0.114174966,0.133225113,0.170179617
,15.02.2007,0.164368176,0.114252256,0.133414555,0.170446181
,16.02.2007,0.162965118,0.114239259,0.13351695,0.17062314
,17.02.2007,0.163482355,0.114197539,0.133551239,0.170733747
,18.02.2007,0.164315555,0.114155385,0.13355691,0.170801645
,19.02.2007,0.166431061,0.114174938,0.13356765,0.170836809
,20.02.2007,0.170457073,0.11429304,0.133608663,0.170884507
,21.02.2007,0.17542207,0.114498661,0.133671383,0.170926098
,22.02.2007,0.181327188,0.114948889,0.133793284,0.170985799
,23.02.2007,0.186922837,0.115541244,0.134009948,0.171067516
,24.02.2007,0.191167719,0.116280942,0.134365488,0.171269565
,25.02.2007,0.192152861,0.116757432,0.134796616,0.17155324
,26.02.2007,0.192201831,0.116709471,0.135063226,0.171861195
,27.02.2007,0.19295165,0.116777676,0.135165799,0.172057461
,28.02.2007,0.194159337,0.117336726,0.135360124,0.172234926
,01.03.2007,0.193214684,0.117417327,0.135624534,0.172426242
,02.03.2007,0.192409991,0.117043406,0.135655361,0.172593456
,03.03.2007,0.191709954,0.116676123,0.135514915,0.172637472
,04.03.2007,0.191120112,0.116390661,0.135345485,0.172599352
,05.03.2007,0.191073222,0.116280983,0.135196769,0.172521746
,06.03.2007,0.192625659,0.11677495,0.135150435,0.172440252
,07.03.2007,0.196195614,0.118246002,0.135501087,0.172476311
,08.03.2007,0.198526613,0.092958795,0.136376279,0.172781004
,09.03.2007,0.199136668,0.121385811,0.137388567,0.173354842
,10.03.2007,0.20073323,0.122417468,0.138243517,0.174012956
,11.03.2007,0.201274307,0.123433209,0.139095395,0.174689649
,12.03.2007,0.202835524,0.124308374,0.139847603,0.175388452
,13.03.2007,0.205554063,0.125740195,0.140688424,0.176079273
,14.03.2007,0.207939115,0.127510939,0.141770675,0.176871929
,15.03.2007,0.207523388,0.128818922,0.142968524,0.177805475
,16.03.2007,0.205226633,0.128781693,0.143808372,0.178743128
,17.03.2007,0.207024647,0.128689253,0.144125247,0.179453039
,18.03.2007,0.209767426,0.130054968,0.144638497,0.18001861
,19.03.2007,0.211550217,0.131540441,0.14555511,0.180705191
,20.03.2007,0.212108869,0.132684795,0.146546459,0.181528581
,21.03.2007,0.213262196,0.133641448,0.147431795,0.182377775
,22.03.2007,0.212802805,0.134300673,0.148259209,0.183226288
,23.03.2007,0.213751801,0.134821561,0.148890948,0.184019368
,24.03.2007,0.212631607,0.13538329,0.149534926,0.184754174
,25.03.2007,0.211614101,0.13466824,0.149876312,0.185427937
,26.03.2007,0.215939218,0.134796661,0.149826353,0.185808672
,27.03.2007,0.21810882,0.135431622,0.150091349,0.186136015
,28.03.2007,0.218718482,0.135613149,0.150422777,0.186512427
,29.03.2007,0.2881097,0.108678274,0.17404057,0.224673768
,30.03.2007,0.282859361,0.106974748,0.173853416,0.225008295
,31.03.2007,0.281619014,0.105323341,0.172771045,0.224872646
,01.04.2007,0.283021063,0.104633528,0.171702673,0.224393721
,02.04.2007,0.287380219,0.105527121,0.171224534,0.223894316
,03.04.2007,0.290058078,0.107335093,0.171677225,0.223768057
,04.04.2007,0.289213887,0.108346928,0.17249519,0.224020599
,05.04.2007,0.28919073,0.108729039,0.173005955,0.224417784
,06.04.2007,0.287456782,0.109091549,0.17337174,0.224779215
,07.04.2007,0.282213837,0.107950203,0.173297558,0.225029401
,08.04.2007,-9999,-9999,-9999,-9999
,09.04.2007,-9999,-9999,-9999,-9999
,10.04.2007,0.282902705,0.105839347,0.170108836,0.223596825
,11.04.2007,0.281528533,0.106659483,0.170321498,0.223218479
,12.04.2007,0.281027048,0.106905049,0.17037721,0.223125462
,13.04.2007,0.280191362,0.106917125,0.170311358,0.223041466
,14.04.2007,0.280484569,0.10708843,0.170121486,0.222903515
,15.04.2007,0.284234051,0.108345498,0.170154409,0.222801574
,16.04.2007,0.28761012,0.110673165,0.170902254,0.222939507
,17.04.2007,0.288573826,0.112488722,0.172100034,0.223452671
,18.04.2007,0.290189455,0.114196822,0.17320305,0.224140953
,19.04.2007,0.291829121,0.115956293,0.174351345,0.224951088
,20.04.2007,0.292057587,0.117458503,0.175519598,0.225853591
,21.04.2007,0.293702617,0.119035218,0.176542413,0.2267431
,22.04.2007,0.293928058,0.120491865,0.177612919,0.227646843
,23.04.2007,0.294744977,0.121957288,0.178590873,0.228546637
,24.04.2007,-9999,-9999,-9999,-9999
,25.04.2007,-9999,-9999,-9999,-9999
,26.04.2007,0.289604236,0.121323924,0.178937466,0.230285227
,27.04.2007,0.294335202,0.122210116,0.178582911,0.230190463
,28.04.2007,0.300198388,0.124487705,0.178921866,0.230221034
,29.04.2007,0.305662065,0.127654846,0.180050936,0.230615587
,30.04.2007,0.309415949,0.131112043,0.181815485,0.231467234
,01.05.2007,0.310138982,0.133783921,0.183733075,0.232674323
,02.05.2007,0.309916561,0.135593458,0.185294842,0.233999255
,03.05.2007,0.309940033,0.13703215,0.186420554,0.235186216
,04.05.2007,0.308085278,0.138289487,0.18732251,0.236233965
,05.05.2007,0.304587398,0.13820028,0.18769523,0.237094655
,06.05.2007,-9999,-9999,-9999,-9999
,07.05.2007,0.300180664,0.136796169,0.186393785,0.237580192
,08.05.2007,0.300571355,0.137017932,0.185675686,0.237340441
,09.05.2007,0.304388408,0.138953516,0.185406455,0.237125724
,10.05.2007,0.307878625,0.141961563,0.186019923,0.23720351
,11.05.2007,0.311527625,0.145680326,0.187261133,0.237683033
,12.05.2007,0.314008831,0.149478024,0.188948737,0.238565702
,13.05.2007,0.31492017,0.152538215,0.190710135,0.23971953
,14.05.2007,0.315760923,0.155414541,0.192266245,0.240983404
,15.05.2007,0.312762903,0.15708039,0.193600047,0.242232314
,16.05.2007,0.311357527,0.157272983,0.194056736,0.243229098
,17.05.2007,0.312986024,0.158783628,0.194204615,0.24385492
,18.05.2007,0.312993631,0.160386875,0.194708937,0.244412045
,19.05.2007,0.314192564,0.162286827,0.195230539,0.244976282
,20.05.2007,0.313932578,0.16395768,0.195940096,0.245607986
,21.05.2007,0.314892378,0.16576485,0.196576718,0.246269305
,22.05.2007,0.31242662,0.166973058,0.197269833,0.246941253
,23.05.2007,-9999,-9999,-9999,-9999
,24.05.2007,0.30675346,0.164829617,0.196411283,0.247633391
,25.05.2007,0.308565888,0.165247092,0.195692358,0.247403605
,26.05.2007,0.310993575,0.167115409,0.195695122,0.247250473
,27.05.2007,0.3125276,0.169038157,0.196262386,0.247416368
,28.05.2007,0.315835846,0.171780653,0.197126247,0.247825008
,29.05.2007,-9999,-9999,-9999,-9999
,30.05.2007,-9999,-9999,-9999,-9999
,31.05.2007,0.306852663,0.171790634,0.198693842,0.249797082
,01.06.2007,0.307323858,0.171424407,0.197801005,0.249665543
,02.06.2007,-9999,-9999,-9999,-9999
,03.06.2007,-9999,-9999,-9999,-9999
,04.06.2007,-9999,-9999,-9999,-9999
,05.06.2007,-9999,-9999,-9999,-9999
,06.06.2007,-9999,-9999,-9999,-9999
,07.06.2007,-9999,-9999,-9999,-9999
,08.06.2007,-9999,-9999,-9999,-9999
,09.06.2007,-9999,-9999,-9999,-9999
,10.06.2007,-9999,-9999,-9999,-9999
,11.06.2007,-9999,-9999,-9999,-9999
,12.06.2007,-9999,-9999,-9999,-9999
,13.06.2007,-9999,-9999,-9999,-9999
,14.06.2007,-9999,-9999,-9999,-9999
,15.06.2007,-9999,-9999,-9999,-9999
,16.06.2007,-9999,-9999,-9999,-9999
,17.06.2007,-9999,-9999,-9999,-9999
,18.06.2007,-9999,-9999,-9999,-9999
,19.06.2007,-9999,-9999,-9999,-9999
,20.06.2007,-9999,-9999,-9999,-9999
,21.06.2007,-9999,-9999,-9999,-9999
,22.06.2007,-9999,-9999,-9999,-9999
,23.06.2007,-9999,-9999,-9999,-9999
,24.06.2007,-9999,-9999,-9999,-9999
,25.06.2007,-9999,-9999,-9999,-9999
,26.06.2007,-9999,-9999,-9999,-9999
,27.06.2007,-9999,-9999,-9999,-9999
,28.06.2007,-9999,-9999,-9999,-9999
,29.06.2007,-9999,-9999,-9999,-9999
,30.06.2007,-9999,-9999,-9999,-9999
,01.07.2007,-9999,-9999,-9999,-9999
,02.07.2007,-9999,-9999,-9999,-9999
,03.07.2007,-9999,-9999,-9999,-9999
,04.07.2007,-9999,-9999,-9999,-9999
,05.07.2007,-9999,-9999,-9999,-9999
,06.07.2007,-9999,-9999,-9999,-9999
,07.07.2007,-9999,-9999,-9999,-9999
,08.07.2007,-9999,-9999,-9999,-9999
,09.07.2007,-9999,-9999,-9999,-9999
,10.07.2007,-9999,-9999,-9999,-9999
,11.07.2007,-9999,-9999,-9999,-9999
,12.07.2007,-9999,-9999,-9999,-9999
,13.07.2007,0.306620899,0.202087181,0.184047031,0.232417078
,14.07.2007,0.306435049,0.200765058,0.183231409,0.232302411
,15.07.2007,0.308413382,0.201214896,0.182775684,0.2320332
,16.07.2007,0.310915706,0.20265491,0.18295409,0.231919219
,17.07.2007,0.312643131,0.204385706,0.18360627,0.232099187
,18.07.2007,0.31388729,0.205868707,0.184452627,0.232520916
,19.07.2007,0.314530738,0.207212887,0.185357096,0.233074256
,20.07.2007,0.31393647,0.20784076,0.186140803,0.233698721
,21.07.2007,0.314393627,0.208342786,0.186684001,0.234271703
,22.07.2007,0.315606077,0.209227309,0.187238223,0.234789346
,23.07.2007,0.316853135,0.210352884,0.187911837,0.235335268
,24.07.2007,0.317379794,0.211396417,0.188685014,0.235927926
,25.07.2007,0.317384332,0.212070809,0.189381549,0.23655135
,26.07.2007,0.316514821,0.212357103,0.189923375,0.23714671
,27.07.2007,0.315409721,0.212516262,0.190328393,0.237670016
,28.07.2007,0.318837073,0.211461434,0.190378775,0.238059868
,29.07.2007,0.330246534,0.209949715,0.189711067,0.238084145
,30.07.2007,0.336310229,0.209603128,0.189081336,0.23785468
,31.07.2007,0.340800787,0.210104892,0.188830855,0.237642135
,01.08.2007,0.344189823,0.211142337,0.188964001,0.23756601
,02.08.2007,0.343854799,0.211565859,0.189300167,0.237679597
,03.08.2007,0.350232748,0.211431802,0.18938421,0.237817438
,04.08.2007,0.353534737,0.211026718,0.18923127,0.237875172
,05.08.2007,0.353573429,0.210343974,0.188868983,0.237786684
,06.08.2007,0.355071005,0.21072506,0.18856591,0.237612564
,07.08.2007,0.357432131,0.211249355,0.188595317,0.237545698
,08.08.2007,0.357576082,0.210739239,0.188358232,0.237473003
,09.08.2007,0.358315483,0.210654118,0.187965326,0.237272547
,10.08.2007,0.360211885,0.211538153,0.187815388,0.237072524
,11.08.2007,0.361153822,0.212765814,0.1880113,0.234853768
,12.08.2007,0.361864444,0.213837103,0.188320937,0.23709533
,13.08.2007,0.362711435,0.215072457,0.188670235,0.237244673
,14.08.2007,0.360864328,0.215507789,0.170040002,0.237447172
,15.08.2007,0.359951886,0.215820523,0.189028322,0.237607303
,16.08.2007,0.357636266,0.215095298,0.188833841,0.237666465
,17.08.2007,0.359575319,0.215468009,0.188421018,0.237545766
,18.08.2007,0.359921888,0.216340366,0.188431159,0.23744136
,19.08.2007,0.359958315,0.217018213,0.188569731,0.237446671
,20.08.2007,0.360097728,0.217453278,0.18867799,0.237514982
,21.08.2007,0.360973191,0.218222618,0.188804542,0.237584538
,22.08.2007,0.361313707,0.219021297,0.189073313,0.237704918
,23.08.2007,0.360128086,0.219532464,0.189348755,0.237866641
,24.08.2007,0.355435113,0.21832233,0.18929466,0.238016248
,25.08.2007,0.355203363,0.217133686,0.188606285,0.237909963
,26.08.2007,0.356755516,0.217368674,0.188102679,0.237598251
,27.08.2007,0.35794184,0.218309141,0.188082495,0.235255614
,28.08.2007,0.356509385,0.219231811,0.188341745,0.235214185
,29.08.2007,0.355443511,0.219710973,0.188407696,0.235200323
,30.08.2007,0.354895836,0.219379452,0.188219272,0.235130396
,31.08.2007,0.355899663,0.219741313,0.188084747,0.234995435
,01.09.2007,0.356966398,0.220561035,0.188222389,0.234940147
,02.09.2007,0.357554187,0.221388883,0.188537456,0.235030205
,03.09.2007,0.357815357,0.222338186,0.188953453,0.237309843
,04.09.2007,0.356968417,0.222631814,0.189317915,0.235458514
,05.09.2007,0.356823347,0.222944525,0.189527737,0.23566057
,06.09.2007,0.354456107,0.222824378,0.189679363,0.235845571
,07.09.2007,0.351357364,0.221656458,0.189467138,0.235897161
,08.09.2007,0.349895177,0.220502485,0.188887323,0.235716201
,09.09.2007,0.346935181,0.219527148,0.188279372,0.23538343
,10.09.2007,0.342787649,0.217283499,0.187398185,0.234914894
,11.09.2007,0.341484443,0.215483046,0.186162608,0.234230101
,12.09.2007,0.341944574,0.214680141,0.185110659,0.233376883
,13.09.2007,0.342993673,0.21496234,0.184519163,0.232632258
,14.09.2007,0.341310269,0.214966342,0.184289113,0.23210938
,15.09.2007,0.339721583,0.214055325,0.183875016,0.231715052
,16.09.2007,0.341199186,0.213982715,0.183379843,0.231225281
,17.09.2007,0.34036646,0.214331275,0.183247234,0.23083725
,18.09.2007,0.338846704,0.213811287,0.183074858,0.2305504
,19.09.2007,0.338468021,0.213460539,0.182737936,0.230231283
,20.09.2007,0.339140254,0.213455951,0.182459256,0.229913891
,21.09.2007,0.340735831,0.21418743,0.182430179,0.229634552
,22.09.2007,0.340494332,0.214939844,0.182691969,0.229542301
,23.09.2007,0.340256806,0.215324152,0.182918628,0.229537258
,24.09.2007,0.335950235,0.214687237,0.183029513,0.229573691
,25.09.2007,0.328513172,0.21162762,0.182372734,0.229420612
,26.09.2007,0.326297018,0.208271156,0.180737787,0.228762278
,27.09.2007,0.326805124,0.206438216,0.179115027,0.227698702
,28.09.2007,0.328349985,0.205807032,0.177940481,0.226584724
,29.09.2007,0.330160883,0.205811978,0.17723732,0.225636015
,30.09.2007,0.330407364,0.205903324,0.176875833,0.22491405
,01.10.2007,0.329548173,0.205452351,0.176512476,0.224349041
,02.10.2007,0.330527984,0.205040449,0.176050663,0.223796484
,03.10.2007,0.330083507,0.204979718,0.175718359,0.223265173
,04.10.2007,0.330701581,0.204782495,0.17539577,0.222806352
,05.10.2007,0.331968237,0.20512106,0.175199077,0.222404191
,06.10.2007,0.333914071,0.205975722,0.175250376,0.222101736
,07.10.2007,0.333482858,0.206903144,0.175579072,0.221967495
,08.10.2007,0.329437159,0.206093425,0.175711293,0.221951471
,09.10.2007,0.328144259,0.204728984,0.175220734,0.221743627
,10.10.2007,0.328065279,0.204224683,0.174657626,0.221324416
,11.10.2007,0.327911876,0.204090258,0.174316982,0.220901665
,12.10.2007,0.327419714,0.204233999,0.174143419,0.220523728
,13.10.2007,0.32597202,0.20387255,0.174008605,0.220236514
,14.10.2007,0.320491528,0.202392743,0.173664357,0.219940157
,15.10.2007,0.318810608,0.199202549,0.172581305,0.219424441
,16.10.2007,0.321353773,0.197134013,0.171110419,0.218501171
