@T,climate,,,,,,,
name,rhum.csv,,,,,,,
descr,relative humidity,,,,,,,
,,,,,,,,
missing_val,-9999,,,,,,,
date_start,01.01.1980,,,,,,,
date_end,30.04.2015,,,,,,,
date_format,dd.MM.yyyy,,,,,,,
,,,,,,,,
unit,%,,,,,,,
tres,d,,,,,,,
,,,,,,,,
@H,date,rehum[0],rehum[2],rehum[3],rehum[4],rhum[5],rhum[6],rhum[7]
name,-,IASF901,Cedar Rapids-A131329,WATERLOO MUNICIPAL AIRPORT IA US,MARSHALLTOWN MUNICIPAL AIRPORT IA US,Ames-Airport,ESTHERVILLE MUNICIPAL AIRPORT IA US,MASON CITY MUNICIPAL AIRPORT IA US
ID,-,1,3,4,5,6,7,8
elevation,-,347.81,240,268,296.9,280,401.4,367
,05.11.1980,-9999,63.27,57.92,-9999,-9999,-9999,57.77
,06.11.1980,-9999,59.86,54.65,-9999,-9999,-9999,65.36
,07.11.1980,-9999,71.94,69.43,-9999,-9999,-9999,77.55
,08.11.1980,-9999,75.71,69.17,-9999,-9999,-9999,73.35
,09.11.1980,-9999,60.16,63.55,-9999,-9999,-9999,70.8
,10.11.1980,-9999,67.02,66.12,-9999,-9999,-9999,69.04
,11.11.1980,-9999,55.85,51.24,-9999,-9999,-9999,54.17
,12.11.1980,-9999,54.49,52.99,-9999,-9999,-9999,61.28
,13.11.1980,-9999,66.8,74.82,-9999,-9999,-9999,88.3
,14.11.1980,-9999,78.8,76.18,-9999,-9999,-9999,83.68
,15.11.1980,-9999,73.06,75.37,-9999,-9999,-9999,80.25
,16.11.1980,-9999,76.8,77,-9999,-9999,-9999,79.58
,17.11.1980,-9999,68.44,74.46,-9999,-9999,-9999,76.17
,18.11.1980,-9999,71.3,69.71,-9999,-9999,-9999,74.44
,19.11.1980,-9999,74.23,70.54,-9999,-9999,-9999,73.53
,20.11.1980,-9999,75.91,67.59,-9999,-9999,-9999,72.68
,21.11.1980,-9999,64.84,60.96,-9999,-9999,-9999,66.25
,22.11.1980,-9999,53.88,50.93,-9999,-9999,-9999,58.16
,23.11.1980,-9999,77.86,69.66,-9999,-9999,-9999,71.27
,24.11.1980,-9999,70.99,71.47,-9999,-9999,-9999,74.95
,25.11.1980,-9999,74.95,66.47,-9999,-9999,-9999,72.54
,26.11.1980,-9999,74.37,63.45,-9999,-9999,-9999,66.59
,27.11.1980,-9999,81.99,73.11,-9999,-9999,-9999,69.29
,28.11.1980,-9999,79.32,83.26,-9999,-9999,-9999,81.5
,29.11.1980,-9999,65.5,64.69,-9999,-9999,-9999,62.84
,30.11.1980,-9999,63.79,61.23,-9999,-9999,-9999,58.61
,01.12.1980,-9999,75.22,81.7,-9999,-9999,-9999,79.54
,02.12.1980,-9999,76.95,82.28,-9999,-9999,-9999,79.01
,03.12.1980,-9999,76.4,76.92,-9999,-9999,-9999,80.7
,04.12.1980,-9999,88.12,90.28,-9999,-9999,-9999,86.52
,05.12.1980,-9999,95.83,99.21,-9999,-9999,-9999,99.85
,06.12.1980,-9999,96.02,98.91,-9999,-9999,-9999,98.65
,07.12.1980,-9999,93.51,96.03,-9999,-9999,-9999,97.56
,08.12.1980,-9999,85.57,90.5,-9999,-9999,-9999,90.05
,09.12.1980,-9999,79.81,86.43,-9999,-9999,-9999,88.41
,10.12.1980,-9999,71.26,75.44,-9999,-9999,-9999,74.78
,11.12.1980,-9999,76.8,78.62,-9999,-9999,-9999,81.12
,12.12.1980,-9999,80.13,79.54,-9999,-9999,-9999,82.43
,13.12.1980,-9999,65.18,68.42,-9999,-9999,-9999,70.19
,14.12.1980,-9999,68.45,68.99,-9999,-9999,-9999,71.47
,15.12.1980,-9999,70.31,71.46,-9999,-9999,-9999,76.12
,16.12.1980,-9999,72,76.26,-9999,-9999,-9999,84.13
,17.12.1980,-9999,77.64,78.38,-9999,-9999,-9999,85.89
,18.12.1980,-9999,58.54,58.39,-9999,-9999,-9999,56.29
,19.12.1980,-9999,45.15,49.74,-9999,-9999,-9999,53.36
,20.12.1980,-9999,47.49,55.73,-9999,-9999,-9999,52.91
,21.12.1980,-9999,49.89,52.67,-9999,-9999,-9999,49.28
,22.12.1980,-9999,54.73,57.86,-9999,-9999,-9999,63.5
,23.12.1980,-9999,73.82,86.38,-9999,-9999,-9999,86.9
,24.12.1980,-9999,66.36,70.06,-9999,-9999,-9999,67.81
,25.12.1980,-9999,54.13,61.24,-9999,-9999,-9999,67.73
,26.12.1980,-9999,70.39,78.63,-9999,-9999,-9999,80.35
,27.12.1980,-9999,78.38,81.53,-9999,-9999,-9999,82.51
,28.12.1980,-9999,78.33,82.69,-9999,-9999,-9999,81.02
,29.12.1980,-9999,78.05,90.54,-9999,-9999,-9999,93.1
,30.12.1980,-9999,90.96,87.35,-9999,-9999,-9999,88.01
,31.12.1980,-9999,82.61,87.77,-9999,-9999,-9999,89.01
,01.01.1981,-9999,75.42,81.48,-9999,-9999,-9999,78.77
,02.01.1981,-9999,67.01,70.95,-9999,-9999,-9999,65.24
,03.01.1981,-9999,43.18,52.02,-9999,-9999,-9999,51.57
,04.01.1981,-9999,36.71,43.37,-9999,-9999,-9999,44.04
,05.01.1981,-9999,46.65,46.27,-9999,-9999,-9999,48.78
,06.01.1981,-9999,66.71,73.87,-9999,-9999,-9999,72.56
,07.01.1981,-9999,60.19,60.91,-9999,-9999,-9999,59.65
,08.01.1981,-9999,75.53,65.43,-9999,-9999,-9999,66.22
,09.01.1981,-9999,70.17,44.96,-9999,-9999,-9999,71.6
,10.01.1981,-9999,61.31,62.19,-9999,-9999,-9999,69.27
,11.01.1981,-9999,53.87,65.06,-9999,-9999,-9999,66.33
,12.01.1981,-9999,58.67,69.03,-9999,-9999,-9999,74.92
,13.01.1981,-9999,75.99,82.97,-9999,-9999,-9999,85.61
,14.01.1981,-9999,80.29,82.99,-9999,-9999,-9999,89.94
,15.01.1981,-9999,63.52,73.18,-9999,-9999,-9999,70.42
,16.01.1981,-9999,64.46,67.27,-9999,-9999,-9999,65.25
,17.01.1981,-9999,58.65,55.07,-9999,-9999,-9999,61.77
,18.01.1981,-9999,51.05,49.25,-9999,-9999,-9999,69.54
,19.01.1981,-9999,68.42,57.55,-9999,-9999,-9999,75.09
,20.01.1981,-9999,76.57,59.8,-9999,-9999,-9999,81.69
,21.01.1981,-9999,79.86,55.44,-9999,-9999,-9999,75.24
,22.01.1981,-9999,58.8,45.74,-9999,-9999,-9999,67.29
,23.01.1981,-9999,52.24,44.87,-9999,-9999,-9999,56.84
,24.01.1981,-9999,54.25,43.59,-9999,-9999,-9999,61.55
,25.01.1981,-9999,56.08,41.48,-9999,-9999,-9999,63.59
,26.01.1981,-9999,60.85,45.48,-9999,-9999,-9999,71.34
,27.01.1981,-9999,62.24,58.48,-9999,-9999,-9999,76.41
,28.01.1981,-9999,63.56,81.02,-9999,-9999,-9999,71.94
,29.01.1981,-9999,58.05,61.11,-9999,-9999,-9999,59.34
,30.01.1981,-9999,58.72,58.35,-9999,-9999,-9999,59.68
,31.01.1981,-9999,63.21,66.38,-9999,-9999,-9999,67.83
,01.02.1981,-9999,79.4,84.32,-9999,-9999,-9999,82.67
,02.02.1981,-9999,61.15,61.09,-9999,-9999,-9999,65.2
,03.02.1981,-9999,60.99,66.8,-9999,-9999,-9999,64.36
,04.02.1981,-9999,59.26,63.82,-9999,-9999,-9999,64.93
,05.02.1981,-9999,70.81,77.76,-9999,-9999,-9999,80.01
,06.02.1981,-9999,74.08,74.81,-9999,-9999,-9999,85.94
,07.02.1981,-9999,66.48,68.83,-9999,-9999,-9999,78.3
,08.02.1981,-9999,65.62,63.32,-9999,-9999,-9999,76.81
,09.02.1981,-9999,68.47,71.54,-9999,-9999,-9999,77.8
,10.02.1981,-9999,79.33,65.49,-9999,-9999,-9999,72.72
,11.02.1981,-9999,51.98,49.9,-9999,-9999,-9999,67.51
,12.02.1981,-9999,59.67,62.23,-9999,-9999,-9999,84.28
,13.02.1981,-9999,66.09,64.69,-9999,-9999,-9999,76.4
,14.02.1981,-9999,61.91,61.77,-9999,-9999,-9999,72.06
,15.02.1981,-9999,56.92,60.53,-9999,-9999,-9999,68.77
,16.02.1981,-9999,65.22,64.53,-9999,-9999,-9999,62.7
,17.02.1981,-9999,73.51,65.87,-9999,-9999,-9999,61.91
,18.02.1981,-9999,70.25,61.08,-9999,-9999,-9999,58.05
,19.02.1981,-9999,66.05,64.39,-9999,-9999,-9999,57.36
,20.02.1981,-9999,70.85,67.68,-9999,-9999,-9999,61.52
,21.02.1981,-9999,84.61,81.57,-9999,-9999,-9999,77.11
,22.02.1981,-9999,91.87,88.21,-9999,-9999,-9999,80.81
,23.02.1981,-9999,82.23,76.11,-9999,-9999,-9999,67.06
,24.02.1981,-9999,75.46,69.04,-9999,-9999,-9999,64.94
,25.02.1981,-9999,62.81,66.5,-9999,-9999,-9999,68.19
,26.02.1981,-9999,74,70.76,-9999,-9999,-9999,72.66
,27.02.1981,-9999,85.13,75.27,-9999,-9999,-9999,69.04
,28.02.1981,-9999,76.74,68.03,-9999,-9999,-9999,72.35
,01.03.1981,-9999,68.44,61.11,-9999,-9999,-9999,67.8
,02.03.1981,-9999,60.31,61.11,-9999,-9999,-9999,68.63
,03.03.1981,-9999,75.52,67.33,-9999,-9999,-9999,68.65
,04.03.1981,-9999,76.9,71.77,-9999,-9999,-9999,70.64
,05.03.1981,-9999,59.57,58.41,-9999,-9999,-9999,68.99
,06.03.1981,-9999,55.23,57.82,-9999,-9999,-9999,63.63
,07.03.1981,-9999,56.47,58.36,-9999,-9999,-9999,59.44
,08.03.1981,-9999,58.7,58.95,-9999,-9999,-9999,61.71
,09.03.1981,-9999,72.37,58.69,-9999,-9999,-9999,54.03
,10.03.1981,-9999,72.76,61.7,-9999,-9999,-9999,59.91
,11.03.1981,-9999,71.79,59.57,-9999,-9999,-9999,56.02
,12.03.1981,-9999,59.39,47.93,-9999,-9999,-9999,44.9
,13.03.1981,-9999,58.7,57.91,-9999,-9999,-9999,51.92
,14.03.1981,-9999,57.35,50.93,-9999,-9999,-9999,43.55
,15.03.1981,-9999,49.37,45.39,-9999,-9999,-9999,52.5
,16.03.1981,-9999,46.57,48.37,-9999,-9999,-9999,51.9
,17.03.1981,-9999,44.24,46.44,-9999,-9999,-9999,49.65
,18.03.1981,-9999,54.84,54.91,-9999,-9999,-9999,48.01
,19.03.1981,-9999,53.84,53.26,-9999,-9999,-9999,46.71
,20.03.1981,-9999,50.72,51.11,-9999,-9999,-9999,52.91
,21.03.1981,-9999,49.89,50.52,-9999,-9999,-9999,53.61
,22.03.1981,-9999,57.61,57.65,-9999,-9999,-9999,57.8
,23.03.1981,-9999,44.36,50.84,-9999,-9999,-9999,50.96
,24.03.1981,-9999,40.15,45.85,-9999,-9999,-9999,45.02
,25.03.1981,-9999,59.47,56.58,-9999,-9999,-9999,60.57
,26.03.1981,-9999,60.68,57.45,-9999,-9999,-9999,68.53
,27.03.1981,-9999,57.13,53.94,-9999,-9999,-9999,59.95
,28.03.1981,-9999,51.61,49.02,-9999,-9999,-9999,56.13
,29.03.1981,-9999,71.31,70,-9999,-9999,-9999,80.49
,30.03.1981,-9999,82.95,76.97,-9999,-9999,-9999,82.34
,31.03.1981,-9999,52.68,56.89,-9999,-9999,-9999,71.08
,01.04.1981,-9999,51.8,54.6,-9999,-9999,-9999,65.64
,02.04.1981,-9999,36.34,36.59,-9999,-9999,-9999,42.37
,03.04.1981,-9999,54.18,57.57,-9999,-9999,-9999,62.59
,04.04.1981,-9999,79.49,73.99,-9999,-9999,-9999,76
,05.04.1981,-9999,67.05,59.92,-9999,-9999,-9999,64.66
,06.04.1981,-9999,58.64,55.34,-9999,-9999,-9999,53.87
,07.04.1981,-9999,52.29,48.44,-9999,-9999,-9999,52.26
,08.04.1981,-9999,83.57,67.23,-9999,-9999,-9999,68
,09.04.1981,-9999,68.22,52.11,-9999,-9999,-9999,50.06
,10.04.1981,-9999,77.6,65.76,-9999,-9999,-9999,70.6
,11.04.1981,-9999,85.76,58.57,-9999,-9999,-9999,57.41
,12.04.1981,-9999,90.36,86.06,-9999,-9999,-9999,75.9
,13.04.1981,-9999,90.35,95.08,-9999,-9999,-9999,85.9
,14.04.1981,-9999,60.56,59.22,-9999,-9999,-9999,49.52
,15.04.1981,-9999,57.1,58.11,-9999,-9999,-9999,48.08
,16.04.1981,-9999,78.27,87.22,-9999,-9999,-9999,72.94
,17.04.1981,-9999,64.4,68.13,-9999,-9999,-9999,51.84
,18.04.1981,-9999,53.38,59.33,-9999,-9999,-9999,50.12
,19.04.1981,-9999,81.97,86.11,-9999,-9999,-9999,78.45
,20.04.1981,-9999,58.02,60.22,-9999,-9999,-9999,56.64
,21.04.1981,-9999,70.7,67.07,-9999,-9999,-9999,67.86
,22.04.1981,-9999,87.68,88.89,-9999,-9999,-9999,85.73
,23.04.1981,-9999,76.11,70.6,-9999,-9999,-9999,77.85
,24.04.1981,-9999,66.11,63.48,-9999,-9999,-9999,61.93
,25.04.1981,-9999,65.68,61.82,-9999,-9999,-9999,66.51
,26.04.1981,-9999,62.85,66.79,-9999,-9999,-9999,64.68
,27.04.1981,-9999,63.2,67.16,-9999,-9999,-9999,63.85
,28.04.1981,-9999,79.53,83.88,-9999,-9999,-9999,85.03
,29.04.1981,-9999,86.59,74.8,-9999,-9999,-9999,74.8
,30.04.1981,-9999,75.63,73.89,-9999,-9999,-9999,68.85
,01.05.1981,-9999,72.85,69.1,-9999,-9999,-9999,57.9
,02.05.1981,-9999,65.42,59.48,-9999,-9999,-9999,54.46
,03.05.1981,-9999,54.54,60.23,-9999,-9999,-9999,71.01
,04.05.1981,-9999,82.53,78.41,-9999,-9999,-9999,97.18
,05.05.1981,-9999,77.23,73.31,-9999,-9999,-9999,82.74
,06.05.1981,-9999,51.95,51.12,-9999,-9999,-9999,66.04
,07.05.1981,-9999,46.79,43.9,-9999,-9999,-9999,56.48
,08.05.1981,-9999,69.64,60.12,-9999,-9999,-9999,74.08
,09.05.1981,-9999,74.77,75.18,-9999,-9999,-9999,87.91
,10.05.1981,-9999,53.43,48.22,-9999,-9999,-9999,58.81
,11.05.1981,-9999,33.43,40.06,-9999,-9999,-9999,57.88
,12.05.1981,-9999,60.81,60.24,-9999,-9999,-9999,84.42
,13.05.1981,-9999,68.49,62.61,-9999,-9999,-9999,80.35
,14.05.1981,-9999,67.48,52.16,-9999,-9999,-9999,56.72
,15.05.1981,-9999,51.81,40.94,-9999,-9999,-9999,48.15
,16.05.1981,-9999,49.26,42.2,-9999,-9999,-9999,50.12
,17.05.1981,-9999,66.13,55.33,-9999,-9999,-9999,63.38
,18.05.1981,-9999,44.89,35.95,-9999,-9999,-9999,38
,19.05.1981,-9999,29.65,33.38,-9999,-9999,-9999,39.53
,20.05.1981,-9999,32.78,34.37,-9999,-9999,-9999,39.41
,21.05.1981,-9999,39.07,33.15,-9999,-9999,-9999,37.05
,22.05.1981,-9999,61.6,58.3,-9999,-9999,-9999,70.12
,23.05.1981,-9999,68.99,74.65,-9999,-9999,-9999,89.84
,24.05.1981,-9999,77.87,75.5,-9999,-9999,-9999,88.2
,25.05.1981,-9999,65.38,72.4,-9999,-9999,-9999,87.2
,26.05.1981,-9999,68.39,76.16,-9999,-9999,-9999,87.83
,27.05.1981,-9999,70.52,69.68,-9999,-9999,-9999,80.5
,28.05.1981,-9999,75.95,81.37,-9999,-9999,-9999,89.1
,29.05.1981,-9999,70.86,78.6,-9999,-9999,-9999,79.8
,30.05.1981,-9999,50.19,59.02,-9999,-9999,-9999,63.03
,31.05.1981,-9999,46.67,56.91,-9999,-9999,-9999,57.17
,01.06.1981,-9999,58.29,54.37,-9999,-9999,-9999,57.75
,02.06.1981,-9999,67.92,78.73,-9999,-9999,-9999,80.1
,03.06.1981,-9999,58.42,72.64,-9999,-9999,-9999,75.87
,04.06.1981,-9999,51.66,66.81,-9999,-9999,-9999,69.61
,05.06.1981,-9999,51.15,59.86,-9999,-9999,-9999,49.57
,06.06.1981,-9999,31.8,49.52,-9999,-9999,-9999,44.62
,07.06.1981,-9999,44.74,54.62,-9999,-9999,-9999,54.1
,08.06.1981,-9999,64.1,72.54,-9999,-9999,-9999,70.47
,09.06.1981,-9999,79.98,83.35,-9999,-9999,-9999,89.04
,10.06.1981,-9999,60,67.4,-9999,-9999,-9999,71.49
,11.06.1981,-9999,55.28,64.1,-9999,-9999,-9999,67.31
,12.06.1981,-9999,71.35,76.2,-9999,-9999,-9999,75.98
,13.06.1981,-9999,81.6,73.17,-9999,-9999,-9999,77.2
,14.06.1981,-9999,68.93,74.69,-9999,-9999,-9999,80.01
,15.06.1981,-9999,82.06,81,-9999,-9999,-9999,80.05
,16.06.1981,-9999,72.72,65.05,-9999,-9999,-9999,65.78
,17.06.1981,-9999,71.68,62.93,-9999,-9999,-9999,60.97
,18.06.1981,-9999,61.17,55.14,-9999,-9999,-9999,60.81
,19.06.1981,-9999,59.02,65.89,-9999,-9999,-9999,61.35
,20.06.1981,-9999,71.87,71.2,-9999,-9999,-9999,61.36
,21.06.1981,-9999,92.03,87.56,-9999,-9999,-9999,76.32
,22.06.1981,-9999,69.72,72.72,-9999,-9999,-9999,71.62
,23.06.1981,-9999,69.19,71.69,-9999,-9999,-9999,73.17
,24.06.1981,-9999,83.68,82.7,-9999,-9999,-9999,79.97
,25.06.1981,-9999,65.53,69.63,-9999,-9999,-9999,62.18
,26.06.1981,-9999,61.41,68.11,-9999,-9999,-9999,65.53
,27.06.1981,-9999,71.26,69.85,-9999,-9999,-9999,76.46
,28.06.1981,-9999,67.87,69.65,-9999,-9999,-9999,80.49
,29.06.1981,-9999,83.06,87.54,-9999,-9999,-9999,86.58
,30.06.1981,-9999,75.97,73.99,-9999,-9999,-9999,68.29
,01.07.1981,-9999,78.43,78.56,-9999,-9999,-9999,58.85
,02.07.1981,-9999,83.04,84.12,-9999,-9999,-9999,65.05
,03.07.1981,-9999,85.99,83.42,-9999,-9999,-9999,74.02
,04.07.1981,-9999,86.41,75.16,-9999,-9999,-9999,72.55
,05.07.1981,-9999,81.1,67.75,-9999,-9999,-9999,67.67
,06.07.1981,-9999,76.59,62.07,-9999,-9999,-9999,73.5
,07.07.1981,-9999,80.35,61.13,-9999,-9999,-9999,76.02
,08.07.1981,-9999,81.17,61.68,-9999,-9999,-9999,76.86
,09.07.1981,-9999,65.06,43.93,-9999,-9999,-9999,57.22
,10.07.1981,-9999,70.64,65.14,-9999,-9999,-9999,68.65
,11.07.1981,-9999,81,80.62,-9999,-9999,-9999,79.33
,12.07.1981,-9999,78.62,73,-9999,-9999,-9999,73.26
,13.07.1981,-9999,78.07,81.11,-9999,-9999,-9999,76.88
,14.07.1981,-9999,88,80.15,-9999,-9999,-9999,73.82
,15.07.1981,-9999,83.67,73.65,-9999,-9999,-9999,84.52
,16.07.1981,-9999,82.68,66.86,-9999,-9999,-9999,83.11
,17.07.1981,-9999,80,69.59,-9999,-9999,-9999,83.69
,18.07.1981,-9999,56.26,69.66,-9999,-9999,-9999,83
,19.07.1981,-9999,86.84,75.8,-9999,-9999,-9999,82.08
,20.07.1981,-9999,78.33,74.54,-9999,-9999,-9999,77.37
,21.07.1981,-9999,79.07,73.76,-9999,-9999,-9999,81.77
,22.07.1981,-9999,84.96,73.1,-9999,-9999,-9999,82.54
,23.07.1981,-9999,87.25,84.3,-9999,-9999,-9999,84.12
,24.07.1981,-9999,78.64,81.69,-9999,-9999,-9999,82.15
,25.07.1981,-9999,20.01,88.86,-9999,-9999,-9999,86.39
,26.07.1981,-9999,26.67,81.44,-9999,-9999,-9999,74.21
,27.07.1981,-9999,33.11,86.37,-9999,-9999,-9999,82.25
,28.07.1981,-9999,76.26,82.44,-9999,-9999,-9999,72.1
,29.07.1981,-9999,80.08,78.72,-9999,-9999,-9999,74.64
,30.07.1981,-9999,77.93,76.64,-9999,-9999,-9999,76.16
,31.07.1981,-9999,79.76,79.06,-9999,-9999,-9999,75.66
,01.08.1981,-9999,83.95,85.8,-9999,-9999,-9999,84.71
,02.08.1981,-9999,93.09,90.07,-9999,-9999,-9999,78.39
,03.08.1981,-9999,87.84,89.69,-9999,-9999,-9999,79.13
,04.08.1981,-9999,88.26,88.02,-9999,-9999,-9999,82.37
,05.08.1981,-9999,88.99,92.42,-9999,-9999,-9999,91.4
,06.08.1981,-9999,80.03,84.52,-9999,-9999,-9999,82.37
,07.08.1981,-9999,81.1,89.77,-9999,-9999,-9999,89.45
,08.08.1981,-9999,81.98,84.66,-9999,-9999,-9999,82.54
,09.08.1981,-9999,79.13,85.07,-9999,-9999,-9999,80.82
,10.08.1981,-9999,78.91,84.41,-9999,-9999,-9999,73.65
,11.08.1981,-9999,79.7,82.05,-9999,-9999,-9999,71.4
,12.08.1981,-9999,82.82,83.09,-9999,-9999,-9999,74.38
,13.08.1981,-9999,86.3,88.5,-9999,-9999,-9999,81.26
,14.08.1981,-9999,87.62,93.53,-9999,-9999,-9999,88.8
,15.08.1981,-9999,23.26,89.08,-9999,-9999,-9999,81.64
,16.08.1981,-9999,31.18,76.66,-9999,-9999,-9999,78.54
,17.08.1981,-9999,31.8,74.06,-9999,-9999,-9999,75.31
,18.08.1981,-9999,46.48,73.78,-9999,-9999,-9999,73.34
,19.08.1981,-9999,66.07,72.71,-9999,-9999,-9999,73.67
,20.08.1981,-9999,67.79,69.86,-9999,-9999,-9999,73.09
,21.08.1981,-9999,72.18,63.34,-9999,-9999,-9999,74.99
,22.08.1981,-9999,73.17,67.67,-9999,-9999,-9999,77.97
,23.08.1981,-9999,70.92,65.55,-9999,-9999,-9999,83.23
,24.08.1981,-9999,80.27,70.86,-9999,-9999,-9999,82.84
,25.08.1981,-9999,81.73,86.19,-9999,-9999,-9999,86.82
,26.08.1981,-9999,78.5,89.99,-9999,-9999,-9999,87.22
,27.08.1981,-9999,84.94,88.11,-9999,-9999,-9999,89.73
,28.08.1981,-9999,85.35,86.83,-9999,-9999,-9999,87.37
,29.08.1981,-9999,79.55,86.16,-9999,-9999,-9999,80.59
,30.08.1981,-9999,80.41,86.06,-9999,-9999,-9999,79.88
,31.08.1981,-9999,77.68,85.12,-9999,-9999,-9999,83.72
,01.09.1981,-9999,73.78,82.08,-9999,-9999,-9999,80.06
,02.09.1981,-9999,72.96,79.74,-9999,-9999,-9999,78.13
,03.09.1981,-9999,74.96,74.6,-9999,-9999,-9999,79.62
,04.09.1981,-9999,75.24,64.17,-9999,-9999,-9999,76.57
,05.09.1981,-9999,76.51,69.32,-9999,-9999,-9999,82.13
,06.09.1981,-9999,76.34,77.27,-9999,-9999,-9999,78.82
,07.09.1981,-9999,78.36,74.49,-9999,-9999,-9999,73.91
,08.09.1981,-9999,69.82,73.87,-9999,-9999,-9999,71.71
,09.09.1981,-9999,70.33,74.19,-9999,-9999,-9999,67.63
,10.09.1981,-9999,62.92,66.08,-9999,-9999,-9999,63.15
,11.09.1981,-9999,68.9,73.63,-9999,-9999,-9999,70.01
,12.09.1981,-9999,63.34,73.65,-9999,-9999,-9999,68.73
,13.09.1981,-9999,68.82,71.07,-9999,-9999,-9999,67.88
,14.09.1981,-9999,68.67,63.22,-9999,-9999,-9999,59.82
,15.09.1981,-9999,59.79,66.32,-9999,-9999,-9999,67.19
,16.09.1981,-9999,72.31,78.06,-9999,-9999,-9999,75.27
,17.09.1981,-9999,66.03,71.33,-9999,-9999,-9999,73.54
,18.09.1981,-9999,63.77,63.76,-9999,-9999,-9999,64.12
,19.09.1981,-9999,55.57,59.22,-9999,-9999,-9999,60.77
,20.09.1981,-9999,64.26,62.53,-9999,-9999,-9999,65.71
,21.09.1981,-9999,69.22,75.22,-9999,-9999,-9999,75.23
,22.09.1981,-9999,68.5,68.23,-9999,-9999,-9999,74.5
,23.09.1981,-9999,59.48,59.59,-9999,-9999,-9999,66.37
,24.09.1981,-9999,74.8,69.43,-9999,-9999,-9999,79.95
,25.09.1981,-9999,90.76,87.75,-9999,-9999,-9999,92.16
,26.09.1981,-9999,77.56,73.62,-9999,-9999,-9999,79.59
,27.09.1981,-9999,53.03,52.37,-9999,-9999,-9999,59.75
,28.09.1981,-9999,60.31,62.02,-9999,-9999,-9999,69.63
,29.09.1981,-9999,68.48,65.98,-9999,-9999,-9999,73.29
,30.09.1981,-9999,67.7,72.09,-9999,-9999,-9999,87.92
,01.10.1981,-9999,62.55,66.55,-9999,-9999,-9999,71.37
,02.10.1981,-9999,61.79,71.18,-9999,-9999,-9999,71.62
,03.10.1981,-9999,64.68,73.17,-9999,-9999,-9999,81.3
,04.10.1981,-9999,74.12,82.87,-9999,-9999,-9999,94.58
,05.10.1981,-9999,84.64,85.65,-9999,-9999,-9999,98.33
,06.10.1981,-9999,62.18,62.6,-9999,-9999,-9999,79.39
,07.10.1981,-9999,59.37,62.22,-9999,-9999,-9999,63.43
,08.10.1981,-9999,61.4,58.1,-9999,-9999,-9999,54.99
,09.10.1981,-9999,69.2,67.65,-9999,-9999,-9999,67.62
,10.10.1981,-9999,79,73.83,-9999,-9999,-9999,72.7
,11.10.1981,-9999,78.43,71.3,-9999,-9999,-9999,68.16
,12.10.1981,-9999,66.81,58.22,-9999,-9999,-9999,59.01
,13.10.1981,-9999,78.08,71.62,-9999,-9999,-9999,76.47
,14.10.1981,-9999,94.18,85.31,-9999,-9999,-9999,84.36
,15.10.1981,-9999,78.23,70.48,-9999,-9999,-9999,66.73
,16.10.1981,-9999,71.21,63.3,-9999,-9999,-9999,63.4
,17.10.1981,-9999,86.33,67.55,-9999,-9999,-9999,80.95
,18.10.1981,-9999,64.69,49.92,-9999,-9999,-9999,59.07
,19.10.1981,-9999,60.53,47.55,-9999,-9999,-9999,56.79
,20.10.1981,-9999,63.59,52.6,-9999,-9999,-9999,62.05
,21.10.1981,-9999,72.42,56.21,-9999,-9999,-9999,62.23
,22.10.1981,-9999,62.84,48.16,-9999,-9999,-9999,61.6
,23.10.1981,-9999,63.67,47.98,-9999,-9999,-9999,46.08
,24.10.1981,-9999,65.4,54.98,-9999,-9999,-9999,55.36
,25.10.1981,-9999,74.95,74.01,-9999,-9999,-9999,71.33
,26.10.1981,-9999,75.29,61.94,-9999,-9999,-9999,59.97
,27.10.1981,-9999,68.64,60.86,-9999,-9999,-9999,60.04
,28.10.1981,-9999,74.1,71.68,-9999,-9999,-9999,63.75
,29.10.1981,-9999,57.97,67.12,-9999,-9999,-9999,56.98
,30.10.1981,-9999,67.34,58.43,-9999,-9999,-9999,64.01
,31.10.1981,-9999,90.61,74.48,-9999,-9999,-9999,59.26
,01.11.1981,-9999,81.91,60.37,-9999,-9999,-9999,51.74
,02.11.1981,-9999,93.55,61.96,-9999,-9999,-9999,56.76
,03.11.1981,-9999,84.92,61.93,-9999,-9999,-9999,63.18
,04.11.1981,-9999,95.19,79.14,-9999,-9999,-9999,80.27
,05.11.1981,-9999,89.6,73.45,-9999,-9999,-9999,66.66
,06.11.1981,-9999,64.87,56.23,-9999,-9999,-9999,44.99
,07.11.1981,-9999,60.58,56.58,-9999,-9999,-9999,47.9
,08.11.1981,-9999,62.13,52.74,-9999,-9999,-9999,44.22
,09.11.1981,-9999,56.01,56.7,-9999,-9999,-9999,44.68
,10.11.1981,-9999,60.86,53.96,-9999,-9999,-9999,43.47
,11.11.1981,-9999,72.08,66.64,-9999,-9999,-9999,57.2
,12.11.1981,-9999,75.54,63.47,-9999,-9999,-9999,52.78
,13.11.1981,-9999,74.52,66.91,-9999,-9999,-9999,54.57
,14.11.1981,-9999,66.14,59.32,-9999,-9999,-9999,44.11
,15.11.1981,-9999,76.25,70.41,-9999,-9999,-9999,43.06
,16.11.1981,-9999,77.28,64.37,-9999,-9999,-9999,64.61
,17.11.1981,-9999,71.51,64.37,-9999,-9999,-9999,68.79
